id,event_type,latitude,longitude,event_cause,requires_road_closure,start_datetime,end_datetime,resolved_datetime,closed_datetime,status,authenticated,modified_datetime,priority,corridor,zone,junction,police_station,created_date,client_id,gba_identifier,kgid,endlatitude,endlongitude,end_address,address,description,veh_type,veh_no,cargo_material,reason_breakdown,age_of_truck,route_path,assigned_to_police_id,citizen_accident_id,comment,meta_data,map_file,direction,created_by_id,last_modified_by_id,closed_by_id,resolved_by_id,resolved_at_address,resolved_at_latitude,resolved_at_longitude
FKID000146,unplanned,13.098494015907793,77.5106605498939,event,True,2023-02-06 12:00:00,2023-02-06 14:00:00,2023-02-06 13:30:00,2023-02-06 14:00:00,resolved,yes,2023-02-06 12:00:00,Medium,Tumkur Road,Central Zone 2,UrvashiJunction,Cubbon Park,2023-02-06 12:00:00,1,Bengaluru Central Corporation,KG146,,,,,,,,,,,,,,,,,,,,,,,,
FKID000147,unplanned,12.82129288459286,77.66132476281005,event,False,2023-02-06 18:00:00,2023-02-06 20:00:00,2023-02-06 19:30:00,2023-02-06 20:00:00,resolved,yes,2023-02-06 18:00:00,High,Outer Ring Road,North Zone,MarathahalliBridge,Cubbon Park,2023-02-06 18:00:00,2,Bengaluru Central Corporation,KG147,,,,,,,,,,,,,,,,,,,,,,,,
FKID000148,planned,12.976067928874441,77.62048307924402,construction,False,2023-02-07 00:00:00,2023-02-07 02:00:00,2023-02-07 01:30:00,2023-02-07 02:00:00,resolved,yes,2023-02-07 00:00:00,Low,Hosur Road,North Zone,MarathahalliBridge,Cubbon Park,2023-02-07 00:00:00,2,Bengaluru Central Corporation,KG148,,,,,,,,,,,,,,,,,,,,,,,,
FKID000149,unplanned,13.094154160385692,77.68852596576862,accident,False,2023-02-07 06:00:00,2023-02-07 08:00:00,2023-02-07 07:30:00,2023-02-07 08:00:00,resolved,yes,2023-02-07 06:00:00,High,Mysore Road,North Zone,HebbalFlyover,Cubbon Park,2023-02-07 06:00:00,1,,KG149,,,,,,,,,,,,,,,,,,,,,,,,
FKID000150,unplanned,13.03647404153264,77.62044414530024,construction,True,2023-02-07 12:00:00,2023-02-07 14:00:00,2023-02-07 13:30:00,2023-02-07 14:00:00,resolved,yes,2023-02-07 12:00:00,Low,Outer Ring Road,Central Zone 1,,Cubbon Park,2023-02-07 12:00:00,1,Bengaluru Central Corporation,KG150,,,,,,,,,,,,,,,,,,,,,,,,
FKID000151,unplanned,13.202550225358511,77.710089005086,construction,False,2023-02-07 18:00:00,2023-02-07 20:00:00,2023-02-07 19:30:00,2023-02-07 20:00:00,resolved,yes,2023-02-07 18:00:00,Medium,Mysore Road,West Zone,,Cubbon Park,2023-02-07 18:00:00,1,Bengaluru Central Corporation,KG151,,,,,,,,,,,,,,,,,,,,,,,,
FKID000152,unplanned,13.109586006860905,77.62901484646912,event,True,2023-02-08 00:00:00,2023-02-08 02:00:00,2023-02-08 01:30:00,2023-02-08 02:00:00,resolved,yes,2023-02-08 00:00:00,Low,Mysore Road,North Zone,SilkBoardJunction,Cubbon Park,2023-02-08 00:00:00,2,,KG152,,,,,,,,,,,,,,,,,,,,,,,,
FKID000153,unplanned,12.876579180728273,77.63145325231456,breakdown,False,2023-02-08 06:00:00,2023-02-08 08:00:00,2023-02-08 07:30:00,2023-02-08 08:00:00,resolved,yes,2023-02-08 06:00:00,Low,Hosur Road,Central Zone 1,MarathahalliBridge,Cubbon Park,2023-02-08 06:00:00,1,Bengaluru Central Corporation,KG153,,,,,,,,,,,,,,,,,,,,,,,,
FKID000154,unplanned,12.833167311278203,77.71669647271776,breakdown,True,2023-02-08 12:00:00,2023-02-08 14:00:00,2023-02-08 13:30:00,2023-02-08 14:00:00,resolved,yes,2023-02-08 12:00:00,Low,Tumkur Road,West Zone,HebbalFlyover,Cubbon Park,2023-02-08 12:00:00,1,Bengaluru Central Corporation,KG154,,,,,,,,,,,,,,,,,,,,,,,,
FKID000155,unplanned,13.101937060756969,77.58894037387735,construction,True,2023-02-08 18:00:00,2023-02-08 20:00:00,2023-02-08 19:30:00,2023-02-08 20:00:00,resolved,yes,2023-02-08 18:00:00,Medium,NH 44,Central Zone 2,HebbalFlyover,Cubbon Park,2023-02-08 18:00:00,4,,KG155,,,,,,,,,,,,,,,,,,,,,,,,
FKID000156,unplanned,12.812460315954564,77.51618411168168,construction,True,2023-02-09 00:00:00,2023-02-09 02:00:00,2023-02-09 01:30:00,2023-02-09 02:00:00,resolved,yes,2023-02-09 00:00:00,Low,Tumkur Road,Central Zone 1,UrvashiJunction,Cubbon Park,2023-02-09 00:00:00,4,Bengaluru Central Corporation,KG156,,,,,,,,,,,,,,,,,,,,,,,,
FKID000157,unplanned,13.075314523198529,77.4877713226046,event,False,2023-02-09 06:00:00,2023-02-09 08:00:00,2023-02-09 07:30:00,2023-02-09 08:00:00,resolved,yes,2023-02-09 06:00:00,Medium,Hosur Road,East Zone,UrvashiJunction,Cubbon Park,2023-02-09 06:00:00,1,,KG157,,,,,,,,,,,,,,,,,,,,,,,,
FKID000158,unplanned,13.24190821346973,77.68388705903187,construction,False,2023-02-09 12:00:00,2023-02-09 14:00:00,2023-02-09 13:30:00,2023-02-09 14:00:00,resolved,yes,2023-02-09 12:00:00,Medium,Hosur Road,Central Zone 1,HebbalFlyover,Cubbon Park,2023-02-09 12:00:00,3,,KG158,,,,,,,,,,,,,,,,,,,,,,,,
FKID000159,unplanned,13.070472863601664,77.64748357886543,event,True,2023-02-09 18:00:00,2023-02-09 20:00:00,2023-02-09 19:30:00,2023-02-09 20:00:00,resolved,yes,2023-02-09 18:00:00,Medium,Hosur Road,Central Zone 1,UrvashiJunction,Cubbon Park,2023-02-09 18:00:00,1,,KG159,,,,,,,,,,,,,,,,,,,,,,,,
FKID000160,unplanned,12.982439865317065,77.67010153738678,breakdown,False,2023-02-10 00:00:00,2023-02-10 02:00:00,2023-02-10 01:30:00,2023-02-10 02:00:00,resolved,yes,2023-02-10 00:00:00,Low,Outer Ring Road,West Zone,MarathahalliBridge,Cubbon Park,2023-02-10 00:00:00,4,,KG160,,,,,,,,,,,,,,,,,,,,,,,,
FKID000161,unplanned,13.102345462667905,77.5375003236074,breakdown,False,2023-02-10 06:00:00,2023-02-10 08:00:00,2023-02-10 07:30:00,2023-02-10 08:00:00,resolved,yes,2023-02-10 06:00:00,Low,Tumkur Road,Central Zone 2,MekhriCircle,Cubbon Park,2023-02-10 06:00:00,3,,KG161,,,,,,,,,,,,,,,,,,,,,,,,
FKID000162,unplanned,13.015378858531014,77.51682029840843,accident,False,2023-02-10 12:00:00,2023-02-10 14:00:00,2023-02-10 13:30:00,2023-02-10 14:00:00,resolved,yes,2023-02-10 12:00:00,Low,Tumkur Road,East Zone,MarathahalliBridge,Cubbon Park,2023-02-10 12:00:00,3,Bengaluru Central Corporation,KG162,,,,,,,,,,,,,,,,,,,,,,,,
FKID000163,unplanned,13.05643989097849,77.48392705973033,breakdown,False,2023-02-10 18:00:00,2023-02-10 20:00:00,2023-02-10 19:30:00,2023-02-10 20:00:00,resolved,yes,2023-02-10 18:00:00,Medium,Mysore Road,North Zone,HebbalFlyover,Cubbon Park,2023-02-10 18:00:00,1,Bengaluru Central Corporation,KG163,,,,,,,,,,,,,,,,,,,,,,,,
FKID000164,planned,13.242488460124967,77.57465864087779,construction,False,2023-02-11 00:00:00,2023-02-11 02:00:00,2023-02-11 01:30:00,2023-02-11 02:00:00,resolved,yes,2023-02-11 00:00:00,Medium,Mysore Road,North Zone,HebbalFlyover,Cubbon Park,2023-02-11 00:00:00,4,,KG164,,,,,,,,,,,,,,,,,,,,,,,,
FKID000165,unplanned,12.981468239766365,77.63927777545075,breakdown,False,2023-02-11 06:00:00,2023-02-11 08:00:00,2023-02-11 07:30:00,2023-02-11 08:00:00,resolved,yes,2023-02-11 06:00:00,Low,Mysore Road,Central Zone 1,MarathahalliBridge,Cubbon Park,2023-02-11 06:00:00,4,,KG165,,,,,,,,,,,,,,,,,,,,,,,,
FKID000166,unplanned,13.25175956499724,77.58590589217692,event,True,2023-02-11 12:00:00,2023-02-11 14:00:00,2023-02-11 13:30:00,2023-02-11 14:00:00,resolved,yes,2023-02-11 12:00:00,Medium,Hosur Road,West Zone,UrvashiJunction,Cubbon Park,2023-02-11 12:00:00,3,Bengaluru Central Corporation,KG166,,,,,,,,,,,,,,,,,,,,,,,,
FKID000167,unplanned,13.22551480171935,77.5981182289464,breakdown,True,2023-02-11 18:00:00,2023-02-11 20:00:00,2023-02-11 19:30:00,2023-02-11 20:00:00,resolved,yes,2023-02-11 18:00:00,High,Tumkur Road,West Zone,UrvashiJunction,Cubbon Park,2023-02-11 18:00:00,1,,KG167,,,,,,,,,,,,,,,,,,,,,,,,
FKID000168,planned,12.89202183335097,77.72412284751331,accident,False,2023-02-12 00:00:00,2023-02-12 02:00:00,2023-02-12 01:30:00,2023-02-12 02:00:00,resolved,yes,2023-02-12 00:00:00,Medium,Hosur Road,North Zone,,Cubbon Park,2023-02-12 00:00:00,2,,KG168,,,,,,,,,,,,,,,,,,,,,,,,
FKID000169,unplanned,12.832599811411328,77.57402897609629,breakdown,False,2023-02-12 06:00:00,2023-02-12 08:00:00,2023-02-12 07:30:00,2023-02-12 08:00:00,resolved,yes,2023-02-12 06:00:00,Medium,Outer Ring Road,East Zone,HebbalFlyover,Cubbon Park,2023-02-12 06:00:00,2,,KG169,,,,,,,,,,,,,,,,,,,,,,,,
FKID000170,unplanned,12.847365660647391,77.61877716207314,event,False,2023-02-12 12:00:00,2023-02-12 14:00:00,2023-02-12 13:30:00,2023-02-12 14:00:00,resolved,yes,2023-02-12 12:00:00,Medium,Mysore Road,Central Zone 2,SilkBoardJunction,Cubbon Park,2023-02-12 12:00:00,4,Bengaluru Central Corporation,KG170,,,,,,,,,,,,,,,,,,,,,,,,
FKID000171,planned,12.80856425805623,77.69158631344011,event,True,2023-02-12 18:00:00,2023-02-12 20:00:00,2023-02-12 19:30:00,2023-02-12 20:00:00,resolved,yes,2023-02-12 18:00:00,Medium,Hosur Road,East Zone,,Cubbon Park,2023-02-12 18:00:00,2,Bengaluru Central Corporation,KG171,,,,,,,,,,,,,,,,,,,,,,,,
FKID000172,unplanned,12.844388191555288,77.58706655122674,construction,False,2023-02-13 00:00:00,2023-02-13 02:00:00,2023-02-13 01:30:00,2023-02-13 02:00:00,resolved,yes,2023-02-13 00:00:00,High,Hosur Road,Central Zone 2,UrvashiJunction,Cubbon Park,2023-02-13 00:00:00,4,,KG172,,,,,,,,,,,,,,,,,,,,,,,,
FKID000173,unplanned,13.121013183505688,77.64796340906153,breakdown,False,2023-02-13 06:00:00,2023-02-13 08:00:00,2023-02-13 07:30:00,2023-02-13 08:00:00,resolved,yes,2023-02-13 06:00:00,High,Outer Ring Road,North Zone,MarathahalliBridge,Cubbon Park,2023-02-13 06:00:00,4,,KG173,,,,,,,,,,,,,,,,,,,,,,,,
FKID000174,unplanned,12.833458664776309,77.71283820136162,event,True,2023-02-13 12:00:00,2023-02-13 14:00:00,2023-02-13 13:30:00,2023-02-13 14:00:00,resolved,yes,2023-02-13 12:00:00,Low,NH 44,Central Zone 2,UrvashiJunction,Cubbon Park,2023-02-13 12:00:00,4,Bengaluru Central Corporation,KG174,,,,,,,,,,,,,,,,,,,,,,,,
FKID000175,unplanned,12.949918546238068,77.73637056838756,accident,True,2023-02-13 18:00:00,2023-02-13 20:00:00,2023-02-13 19:30:00,2023-02-13 20:00:00,resolved,yes,2023-02-13 18:00:00,Medium,Tumkur Road,West Zone,MarathahalliBridge,Cubbon Park,2023-02-13 18:00:00,2,Bengaluru Central Corporation,KG175,,,,,,,,,,,,,,,,,,,,,,,,
FKID000176,unplanned,13.197091396155644,77.51970983985085,construction,False,2023-02-14 00:00:00,2023-02-14 02:00:00,2023-02-14 01:30:00,2023-02-14 02:00:00,resolved,yes,2023-02-14 00:00:00,Medium,NH 44,Central Zone 1,,Cubbon Park,2023-02-14 00:00:00,4,,KG176,,,,,,,,,,,,,,,,,,,,,,,,
FKID000177,unplanned,12.810937809795838,77.7301786587936,accident,False,2023-02-14 06:00:00,2023-02-14 08:00:00,2023-02-14 07:30:00,2023-02-14 08:00:00,resolved,yes,2023-02-14 06:00:00,Medium,Mysore Road,Central Zone 1,HebbalFlyover,Cubbon Park,2023-02-14 06:00:00,3,,KG177,,,,,,,,,,,,,,,,,,,,,,,,
FKID000178,unplanned,13.182800186816799,77.61287139913148,breakdown,True,2023-02-14 12:00:00,2023-02-14 14:00:00,2023-02-14 13:30:00,2023-02-14 14:00:00,resolved,yes,2023-02-14 12:00:00,Medium,Hosur Road,North Zone,UrvashiJunction,Cubbon Park,2023-02-14 12:00:00,1,Bengaluru Central Corporation,KG178,,,,,,,,,,,,,,,,,,,,,,,,
FKID000179,unplanned,12.932471744143498,77.54972598484072,breakdown,True,2023-02-14 18:00:00,2023-02-14 20:00:00,2023-02-14 19:30:00,2023-02-14 20:00:00,resolved,yes,2023-02-14 18:00:00,Low,Outer Ring Road,West Zone,MarathahalliBridge,Cubbon Park,2023-02-14 18:00:00,1,Bengaluru Central Corporation,KG179,,,,,,,,,,,,,,,,,,,,,,,,
FKID000180,unplanned,12.85553746898218,77.60396665418433,breakdown,True,2023-02-15 00:00:00,2023-02-15 02:00:00,2023-02-15 01:30:00,2023-02-15 02:00:00,resolved,yes,2023-02-15 00:00:00,Low,Outer Ring Road,East Zone,HebbalFlyover,Cubbon Park,2023-02-15 00:00:00,4,Bengaluru Central Corporation,KG180,,,,,,,,,,,,,,,,,,,,,,,,
FKID000181,unplanned,13.12746646772115,77.74460879532708,construction,False,2023-02-15 06:00:00,2023-02-15 08:00:00,2023-02-15 07:30:00,2023-02-15 08:00:00,resolved,yes,2023-02-15 06:00:00,High,Tumkur Road,West Zone,SilkBoardJunction,Cubbon Park,2023-02-15 06:00:00,1,,KG181,,,,,,,,,,,,,,,,,,,,,,,,
FKID000182,unplanned,13.095603137986545,77.61300688537807,event,True,2023-02-15 12:00:00,2023-02-15 14:00:00,2023-02-15 13:30:00,2023-02-15 14:00:00,resolved,yes,2023-02-15 12:00:00,Medium,NH 44,Central Zone 1,MarathahalliBridge,Cubbon Park,2023-02-15 12:00:00,2,Bengaluru Central Corporation,KG182,,,,,,,,,,,,,,,,,,,,,,,,
FKID000183,unplanned,13.212411846357714,77.56876293477762,construction,True,2023-02-15 18:00:00,2023-02-15 20:00:00,2023-02-15 19:30:00,2023-02-15 20:00:00,resolved,yes,2023-02-15 18:00:00,Low,Tumkur Road,Central Zone 1,,Cubbon Park,2023-02-15 18:00:00,2,,KG183,,,,,,,,,,,,,,,,,,,,,,,,
FKID000184,unplanned,13.145483390587826,77.65101823066551,accident,False,2023-02-16 00:00:00,2023-02-16 02:00:00,2023-02-16 01:30:00,2023-02-16 02:00:00,resolved,yes,2023-02-16 00:00:00,Low,Hosur Road,West Zone,SilkBoardJunction,Cubbon Park,2023-02-16 00:00:00,1,Bengaluru Central Corporation,KG184,,,,,,,,,,,,,,,,,,,,,,,,
FKID000185,unplanned,13.177636037280879,77.54483931707011,construction,True,2023-02-16 06:00:00,2023-02-16 08:00:00,2023-02-16 07:30:00,2023-02-16 08:00:00,resolved,yes,2023-02-16 06:00:00,Medium,Tumkur Road,West Zone,SilkBoardJunction,Cubbon Park,2023-02-16 06:00:00,2,Bengaluru Central Corporation,KG185,,,,,,,,,,,,,,,,,,,,,,,,
FKID000186,unplanned,12.932556249108515,77.50048309858934,accident,False,2023-02-16 12:00:00,2023-02-16 14:00:00,2023-02-16 13:30:00,2023-02-16 14:00:00,resolved,yes,2023-02-16 12:00:00,Medium,Outer Ring Road,Central Zone 1,MekhriCircle,Cubbon Park,2023-02-16 12:00:00,1,Bengaluru Central Corporation,KG186,,,,,,,,,,,,,,,,,,,,,,,,
FKID000187,unplanned,12.88339658557647,77.51479752491588,construction,True,2023-02-16 18:00:00,2023-02-16 20:00:00,2023-02-16 19:30:00,2023-02-16 20:00:00,resolved,yes,2023-02-16 18:00:00,High,Outer Ring Road,East Zone,UrvashiJunction,Cubbon Park,2023-02-16 18:00:00,1,Bengaluru Central Corporation,KG187,,,,,,,,,,,,,,,,,,,,,,,,
FKID000188,unplanned,13.152788933271204,77.5145723765186,event,True,2023-02-17 00:00:00,2023-02-17 02:00:00,2023-02-17 01:30:00,2023-02-17 02:00:00,resolved,yes,2023-02-17 00:00:00,Low,Mysore Road,North Zone,MarathahalliBridge,Cubbon Park,2023-02-17 00:00:00,1,,KG188,,,,,,,,,,,,,,,,,,,,,,,,
FKID000189,unplanned,13.179212327455614,77.52101372724832,accident,True,2023-02-17 06:00:00,2023-02-17 08:00:00,2023-02-17 07:30:00,2023-02-17 08:00:00,resolved,yes,2023-02-17 06:00:00,Medium,Mysore Road,North Zone,SilkBoardJunction,Cubbon Park,2023-02-17 06:00:00,4,,KG189,,,,,,,,,,,,,,,,,,,,,,,,
FKID000190,planned,13.265537416740315,77.51748333661534,breakdown,False,2023-02-17 12:00:00,2023-02-17 14:00:00,2023-02-17 13:30:00,2023-02-17 14:00:00,resolved,yes,2023-02-17 12:00:00,Low,Hosur Road,West Zone,MekhriCircle,Cubbon Park,2023-02-17 12:00:00,1,Bengaluru Central Corporation,KG190,,,,,,,,,,,,,,,,,,,,,,,,
FKID000191,unplanned,12.993930308148371,77.65303618109687,breakdown,False,2023-02-17 18:00:00,2023-02-17 20:00:00,2023-02-17 19:30:00,2023-02-17 20:00:00,resolved,yes,2023-02-17 18:00:00,Medium,NH 44,North Zone,,Cubbon Park,2023-02-17 18:00:00,4,,KG191,,,,,,,,,,,,,,,,,,,,,,,,
FKID000192,unplanned,12.974848500322608,77.52910762278778,construction,False,2023-02-18 00:00:00,2023-02-18 02:00:00,2023-02-18 01:30:00,2023-02-18 02:00:00,resolved,yes,2023-02-18 00:00:00,Medium,Tumkur Road,Central Zone 1,HebbalFlyover,Cubbon Park,2023-02-18 00:00:00,1,Bengaluru Central Corporation,KG192,,,,,,,,,,,,,,,,,,,,,,,,
FKID000193,unplanned,13.164914091548738,77.57333016649744,breakdown,False,2023-02-18 06:00:00,2023-02-18 08:00:00,2023-02-18 07:30:00,2023-02-18 08:00:00,resolved,yes,2023-02-18 06:00:00,Medium,Hosur Road,Central Zone 1,MarathahalliBridge,Cubbon Park,2023-02-18 06:00:00,1,Bengaluru Central Corporation,KG193,,,,,,,,,,,,,,,,,,,,,,,,
FKID000194,unplanned,12.960177663918918,77.72213287067463,accident,False,2023-02-18 12:00:00,2023-02-18 14:00:00,2023-02-18 13:30:00,2023-02-18 14:00:00,resolved,yes,2023-02-18 12:00:00,Medium,Mysore Road,West Zone,SilkBoardJunction,Cubbon Park,2023-02-18 12:00:00,1,Bengaluru Central Corporation,KG194,,,,,,,,,,,,,,,,,,,,,,,,
FKID000195,unplanned,13.237455943033675,77.60796964287098,breakdown,True,2023-02-18 18:00:00,2023-02-18 20:00:00,2023-02-18 19:30:00,2023-02-18 20:00:00,resolved,yes,2023-02-18 18:00:00,High,Tumkur Road,West Zone,UrvashiJunction,Cubbon Park,2023-02-18 18:00:00,2,Bengaluru Central Corporation,KG195,,,,,,,,,,,,,,,,,,,,,,,,
FKID000196,unplanned,13.203453993366216,77.66024058940067,event,True,2023-02-19 00:00:00,2023-02-19 02:00:00,2023-02-19 01:30:00,2023-02-19 02:00:00,resolved,yes,2023-02-19 00:00:00,Medium,Mysore Road,West Zone,MekhriCircle,Cubbon Park,2023-02-19 00:00:00,4,,KG196,,,,,,,,,,,,,,,,,,,,,,,,
FKID000197,unplanned,13.001627192866259,77.52652636522444,event,False,2023-02-19 06:00:00,2023-02-19 08:00:00,2023-02-19 07:30:00,2023-02-19 08:00:00,resolved,yes,2023-02-19 06:00:00,High,Tumkur Road,East Zone,SilkBoardJunction,Cubbon Park,2023-02-19 06:00:00,4,Bengaluru Central Corporation,KG197,,,,,,,,,,,,,,,,,,,,,,,,
FKID000198,unplanned,13.152909401862004,77.53191803507835,construction,True,2023-02-19 12:00:00,2023-02-19 14:00:00,2023-02-19 13:30:00,2023-02-19 14:00:00,resolved,yes,2023-02-19 12:00:00,Low,NH 44,North Zone,UrvashiJunction,Cubbon Park,2023-02-19 12:00:00,1,Bengaluru Central Corporation,KG198,,,,,,,,,,,,,,,,,,,,,,,,
FKID000199,unplanned,13.1546351508198,77.49103452639196,accident,True,2023-02-19 18:00:00,2023-02-19 20:00:00,2023-02-19 19:30:00,2023-02-19 20:00:00,resolved,yes,2023-02-19 18:00:00,Medium,Hosur Road,West Zone,SilkBoardJunction,Cubbon Park,2023-02-19 18:00:00,1,,KG199,,,,,,,,,,,,,,,,,,,,,,,,
