id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,map_file,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,comment,police_station,meta_data,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction,end_source,clearance_mins,log_clearance,hour,day_of_week,month,is_weekend,priority_encoded,is_planned,closure_int,junction_event_count,junction_closure_rate,junction_hist_clearance,corridor_event_count,corridor_closure_rate,zone_event_count,is_known_junction,event_cause_cat,veh_type_cat,police_station_cat,pred_closure_prob,impact_score,impact_tier
FKID004139,unplanned,13.1643301,77.6309231,0.0,0.0,"Bengaluru Bellary Road, Railway Annaiappan Nagar, Chikkajala, Bengaluru, Karnataka. Pin-562157 (India)",,vehicle_breakdown,False,2023-11-25 06:55:56.225000+00:00,,closed,yes,2023-11-25 09:09:32.330428+00,,,ನಮಸ್ತೆ ಸರ್  ಗೂಡ್ಸ್ ವೆಹಿಕಲ್ ಜಿಯೋ ಪೆಟ್ರೋಲ್ ಬಂಕ್ ಹತ್ತಿರ ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿ ನಿಂತಿರುತ್ತದೆ ಟ್ರಾಫಿಕ್ ಮೂಮೆಂಟ್ ನಾರ್ಮಲ್ ಆಗಿರುತ್ತದೆ ಟುವರ್ಡ್ಸ್ ದೇವನಹಳ್ಳಿ ಕಡೆಗೆ ನಮಸ್ತೆ ಸರ್,truck,FKN00GL2049,Bellary Road 2,High,ಗೂಡ್ಸ್ ವೆಹಿಕಲ್,ಬ್ರೆಡ್ಡೌನ್ ಆಗಿರುತ್ತದೆ,2015.0,2023-11-25 06:59:17.332671+00,,1,FKUSR00344,FKUSR00001,,,,Chikkajala,,FKKG000336,,,,FKUSR00344,2023-11-25 09:09:32.329742+00:00,,,,,,closed,133.6017457,4.9023203866659,6,5,11,1,2,0,0,0.0,0.07664066085360258,120.36434781307175,113.0,0.04424778761061947,0.0,0,vehicle_breakdown,truck,Chikkajala,0.0057553058,2.6,LOW
FKID004142,unplanned,13.2210345,77.6822537,0.0,0.0,"DVN MD 7, Boovanahalli, Devanahalli, Bengaluru Rural District, Karnataka. Pin-562110 (India)",,vehicle_breakdown,False,2023-11-28 05:30:33.835000+00:00,,closed,yes,2023-11-28 06:28:40.737871+00,,,Vehicle break down at kannamangala palya gate on NH44 due to axile cut removing in 1hr sir,truck,FKN00GL2051,Non-corridor,Low,Bricks 🧱,Axile cut,5.0,2023-11-28 05:33:46.563236+00,,1,FKUSR01424,FKUSR00001,,,,Devanahalli Airport,,FKKG001374,,,,FKUSR01424,2023-11-28 06:28:40.737330+00:00,,,,,,closed,58.11503883333333,4.07948535622653,5,1,11,0,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,0.0,0,vehicle_breakdown,truck,Devanahalli Airport,0.0045963414,1.5,LOW
FKID004149,unplanned,13.0239336,77.5833386,0.0,0.0,"1st Main Road, Training Quarters, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",,tree_fall,False,2024-01-02 01:47:33.455000+00:00,,closed,no,2024-01-02 05:43:01.009995+00,,,[PERSON] cross to HQTC sir,,,Bellary Road 1,High,,,,2024-01-02 01:49:37.493337+00,,1,FKUSR00346,FKUSR00001,,,,Kodigehalli,,FKKG000338,,,,FKUSR00346,2024-01-02 05:43:01.009349+00:00,,,Bengaluru West Corporation,West Zone 2,,closed,235.45923915,5.4657758427608405,1,1,1,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,158.0,0.06962025316455696,167.0,0,tree_fall,nan,Kodigehalli,0.067804635,2.9,LOW
FKID004150,unplanned,12.8394,77.65426,0.0,0.0,"Neeladri Road, Concorde Cuppertino, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",,vehicle_breakdown,False,2024-01-02 07:05:12.375000+00:00,,closed,yes,2024-01-02 08:31:53.063814+00,,,,lcv,FKN00GL2057,Non-corridor,Low,,,,2024-01-02 07:07:08.582619+00,,1,FKUSR00283,FKUSR00001,,,,Electronic City,,FKKG000275,,,,FKUSR00283,2024-01-02 08:31:53.063297+00:00,,,,,,closed,86.67813828333333,4.4736725898918595,7,1,1,0,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,0.0,0,vehicle_breakdown,lcv,Electronic City,0.0007929501,1.5,LOW
FKID004154,unplanned,13.1850133,77.6984583,0.0,0.0,"SH 104, Mylanahalli, Bengaluru, Karnataka. Pin-562149 (India)",,construction,False,2024-01-02 08:02:40.717000+00:00,,closed,yes,2024-01-03 02:03:25.922549+00,,,ನಮಸ್ತೆ ಸರ್ . ಮೈಲನಹಳ್ಳಿ ಹತ್ತಿರ ಮೋರೆ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದು ವಾಹನಗಳ ಸಂಚಾರವು ನಿಧಾನಗತಿಯಲ್ಲಿ ಸಂಚರಿಸಿರುತ್ತದೆ ಸರ್ ಚಿಕ್ಕಜಾಲ ಸಂಚಾರ ಪೊಲೀಸ್ ಠಾಣೆ,,,Non-corridor,Low,,,,2024-01-02 08:04:50.477436+00,,1,FKUSR00576,FKUSR00001,,,,Chikkajala,,FKKG000565,,,,FKUSR00576,2024-01-03 02:03:25.922009+00:00,,,,,,closed,1080.7534168166667,6.986338537701038,8,1,1,0,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,0.0,0,construction,nan,Chikkajala,0.007306772,1.6,LOW
FKID004160,unplanned,13.1827536,77.5739465,0.0,0.0,"Unnamed Road, T Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",,vehicle_breakdown,False,2023-12-16 20:31:11.475000+00:00,,resolved,yes,2023-12-16 20:57:58.678388+00,,,[PERSON] jam sir,bmtc_bus,FKN00GL2062,Bellary Road 2,High,,,,2023-12-16 20:31:49.649399+00,,1,FKUSR00224,FKUSR00001,,,,Kodigehalli,,FKKG000216,"Unnamed Road, T Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",13.1827536,77.5739465,,,FKUSR00639,2023-12-16 20:56:17.198315+00:00,,,,resolved,25.09538858333333,3.2617586160875263,20,5,12,1,2,0,0,0.0,0.07664066085360258,120.36434781307175,113.0,0.04424778761061947,0.0,0,vehicle_breakdown,bmtc_bus,Kodigehalli,0.00047277668,2.5,LOW
FKID004176,unplanned,13.0280608,77.5858748,0.0,0.0,"Bellary Road, Laxmaiah Block, Ganga Nagar, Bengaluru, Karnataka. Pin-560024 (India)",,vehicle_breakdown,False,2023-11-28 19:15:48.386000+00:00,,closed,no,2023-11-28 20:29:14.638546+00,,,Accel cut,lcv,FKN00GL2069,Bellary Road 1,High,,,,2023-11-28 19:17:23.592392+00,,1,FKUSR00481,FKUSR00001,,,,Kodigehalli,,FKKG000470,,,,FKUSR00481,2023-11-28 20:29:14.638042+00:00,,,Bengaluru North Corporation,North Zone 2,,closed,73.43753403333334,4.309960304322243,19,1,11,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,158.0,0.06962025316455696,140.0,0,vehicle_breakdown,lcv,Kodigehalli,0.000787943,2.5,LOW
FKID004179,unplanned,12.840935,77.6496567,0.0,0.0,"Genesis Eco Sphere Road, Genesis Eco Sphere, Neeladri Nagar, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",,vehicle_breakdown,False,2023-12-22 23:02:37.636000+00:00,,closed,yes,2023-12-23 01:15:41.486954+00,,,,bmtc_bus,FKN00GL2070,Non-corridor,Low,,,,2023-12-22 23:03:27.033098+00,,1,FKUSR00283,FKUSR00001,,,,Electronic City,,FKKG000275,,,,FKUSR00283,2023-12-23 01:15:41.486444+00:00,,,,,,closed,133.06417406666665,4.8983185962549385,23,4,12,0,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,0.0,0,vehicle_breakdown,bmtc_bus,Electronic City,0.008151355,1.6,LOW
FKID004184,unplanned,12.8874767,77.7372183,12.8875633,77.7371417,"Sarjapura Main Road, Swami Vivekananda Nagar, Sulikunte, Bengaluru, Karnataka. Pin-562125 (India)","Sarjapura Main Road, Swami Vivekananda Nagar, Sulikunte, Bengaluru, Karnataka. Pin-562125 (India)",procession,True,2023-12-25 08:31:49.434000+00:00,,closed,yes,2023-12-25 09:10:13.959034+00,,,[LOCATION] hatra procession,,,Non-corridor,Low,,,,2023-12-25 08:32:47.320099+00,,1,FKUSR01313,FKUSR00001,,,,Whitefield,,FKKG001272,,,,FKUSR01313,2023-12-25 09:10:13.958473+00:00,,,,,,closed,38.40874121666666,3.673987649988009,8,0,12,0,0,0,1,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,0.0,0,procession,nan,Whitefield,0.9544666,6.8,HIGH
FKID004189,unplanned,13.1877011,77.7119109,0.0,0.0,"SH 104, Kadayarapanahalli, Bengaluru, Karnataka. Pin-562149 (India)",,accident,False,2023-12-25 23:07:09.569000+00:00,,closed,yes,2023-12-25 23:50:27.285624+00,,,ನಮಸ್ತೆ ಸರ್ ನಿಯರ್ ಸ್ಟರ್ಲಿಂಗ್ [LOCATION]  ಕಾಡಯರಪ್ಪನಹಳ್ಳಿ ಹತ್ತಿರ ಸ್ವಯಂ ಅಪಘಾತವಾಗಿದ್ದು ಓನ್ಲಿ ವೆಹಿಕಲ್ ಡ್ಯಾಮೇಜ್ ಸಂಚಾರಕ್ಕೆ ಅಡಚಣೆ ಇರುವುದಿಲ್ಲ ವಾಹನವನ್ನು ಠಾಣೆಗೆ ಕಳುಹಿಸಿ ಕೊಡುತ್ತೇನೆ,,,Non-corridor,Low,,,,2023-12-25 23:10:39.342196+00,,1,FKUSR00576,FKUSR00001,,,,Chikkajala,,FKKG000565,,,,FKUSR00576,2023-12-25 23:50:27.285005+00:00,,,,,,closed,43.29526675,3.7908778259702562,23,0,12,0,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,0.0,0,accident,nan,Chikkajala,0.009935978,1.6,LOW
FKID004196,unplanned,12.8445617,77.6732867,,,"Hosur Road, Pride Gateway, Phase 2, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",,accident,False,2023-12-28 00:51:40.081933+00:00,,closed,yes,2023-12-28 02:08:55.349832+00,,,,,,Non-corridor,Low,,,,2023-12-28 01:04:02.011207+00,,1,FKUSR01429,FKUSR01429,FKUSR01429,FKUSR01430,,Electronic City,,,,,,FKUSR01429,2023-12-28 02:08:55.349244+00:00,,,,,,closed,77.25445518333332,4.359965763049779,0,3,12,0,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,0.0,0,accident,nan,Electronic City,0.010242596,1.6,LOW
FKID004197,unplanned,12.8375952,77.6788445,,,"Hosur Road, Columbia Aaltius, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",,accident,False,2023-12-28 01:11:02.481146+00:00,,closed,yes,2023-12-28 02:08:46.248679+00,,,,,,Non-corridor,Low,,,,2023-12-28 01:11:29.180223+00,,1,FKUSR01429,FKUSR01429,FKUSR01429,FKUSR01431,,Electronic City,,,,,,FKUSR01429,2023-12-28 02:08:46.248079+00:00,,,,,VeerasandraGateJunction,closed,57.72944888333333,4.0729412855866585,1,3,12,0,0,0,0,5.0,0.0,111.25189083512407,756.0,0.11507936507936507,0.0,1,accident,nan,Electronic City,0.0033143784,1.5,LOW
FKID004210,unplanned,12.9692815,77.7357346,0.0,0.0,"Borewell Road, Dr BR Ambedkar Circle, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",,vehicle_breakdown,False,2024-01-03 04:21:29.885000+00:00,,closed,no,2024-01-03 05:12:58.186354+00,,,Vehicle ಕ್ಲತ್ ಪ್ಲೇಟ್ problem,others,FKN00GL2091,Non-corridor,Low,,,,2024-01-03 04:24:52.03964+00,,1,FKUSR00046,FKUSR00001,,,,Whitefield,,FKKG000040,,,,FKUSR00046,2024-01-03 05:12:58.185827+00:00,,,Bengaluru East Corporation,East Zone 1,,closed,51.47168045,3.9602736040582696,4,2,1,0,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,117.0,0,vehicle_breakdown,others,Whitefield,0.0045168432,1.5,LOW
FKID004213,unplanned,13.1853883,77.6418683,0.0,0.0,"Bengaluru Bellary Road, Meenakunte, Bengaluru, Karnataka. Pin-562157 (India)",,accident,False,2024-01-03 02:03:27.965000+00:00,,closed,no,2024-01-03 02:33:17.312167+00,,,ನಮಸ್ತೆ ಸರ್ ಕ್ಲಾಸ್ 58AK8782 ಬೊಲೆರೋ ಗೂಡ್ಸ್ ವಾಹನ ಸ್ವಯಂ ಅಪಘಾತವಾಗಿದ್ದು ಓನ್ಲಿ ವೆಹಿಕಲ್ ಡಾಮಿ ಸರ್ ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ಅಡಚಣೆ ಇರುವುದಿಲ್ಲ,,,Bellary Road 2,High,,,,2024-01-03 02:05:26.502566+00,,1,FKUSR00576,FKUSR00576,,,,Chikkajala,,FKKG000565,,,,FKUSR00576,2024-01-03 02:33:15.228535+00:00,,,,,,closed,29.787725583333334,3.4271160905276763,2,2,1,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,113.0,0.04424778761061947,0.0,0,accident,nan,Chikkajala,0.0029046377,2.5,LOW
FKID004219,unplanned,12.9140108,77.5673732,0.0,0.0,"4th Cross Road, Teachers Colony, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",,vehicle_breakdown,False,2024-01-16 21:21:33.472000+00:00,,closed,yes,2024-01-16 21:48:12.666102+00,,,[PERSON] towards k s layout junction middle,bmtc_bus,FKN00GL2095,ORR West 1,High,,,,2024-01-16 21:22:37.391186+00,,1,FKUSR00081,FKUSR00001,,,,Banashankari,,FKKG000075,,,,FKUSR00081,2024-01-16 21:48:12.665557+00:00,,,Bengaluru South Corporation,South Zone 1,,closed,26.65322595,3.319742392048901,21,1,1,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,55.0,0.0,40.0,0,vehicle_breakdown,bmtc_bus,Banashankari,0.007724719,2.6,LOW
FKID004220,unplanned,12.9999986,77.6634061,13.0001579,77.6631069,"MBT Road, Rajeev Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)","1st Cross Road, Rajeev Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",vehicle_breakdown,False,2024-01-16 21:33:04.340000+00:00,,closed,yes,2024-01-16 22:07:53.636979+00,,,Vehicle break down,bmtc_bus,FKN00GL2096,ORR North 1,High,,,,2024-01-16 21:35:20.504898+00,,1,FKUSR00600,FKUSR00001,,,,Banaswadi,,FKKG000588,,,,FKUSR00600,2024-01-16 22:07:53.636417+00:00,,,Bengaluru Central Corporation,Central Zone 1,,closed,34.82160695,3.57855125743535,21,1,1,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,60.0,0.08333333333333333,86.0,0,vehicle_breakdown,bmtc_bus,Banaswadi,0.009366994,2.6,LOW
FKID004221,unplanned,13.005755,77.6904483,0.0,0.0,"South 3rd Road, SM Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",,vehicle_breakdown,False,2024-01-16 22:56:51.272000+00:00,,closed,yes,2024-01-16 23:20:19.404815+00,,,Vehicle stating problem sir towards city,lcv,FKN00GL2097,Non-corridor,Low,,,,2024-01-16 22:58:27.559337+00,,1,FKUSR00268,FKUSR00001,,,,K.R. Pura,,FKKG000260,,,,FKUSR00268,2024-01-16 23:20:19.404172+00:00,,,Bengaluru East Corporation,East Zone 2,,closed,23.468869533333336,3.1974016783217585,22,1,1,0,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,73.0,0,vehicle_breakdown,lcv,K.R. Pura,0.07467425,1.9,LOW
FKID004222,unplanned,13.0442709,77.6432677,0.0,0.0,"Hennur Main Road, Trinity Layout, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",,vehicle_breakdown,False,2024-01-16 23:35:40.876000+00:00,,closed,no,2024-01-16 23:44:56.461179+00,,,,heavy_vehicle,FKN00GL2098,Non-corridor,Low,,,,2024-01-16 23:36:36.869498+00,,1,FKUSR01438,FKUSR01438,,,,Hennuru,,FKKG001383,,,,FKUSR01438,2024-01-16 23:44:56.460660+00:00,,,Bengaluru East Corporation,East Zone 2,,closed,9.259744333333334,2.328227920653718,23,1,1,0,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,73.0,0,vehicle_breakdown,heavy_vehicle,Hennuru,0.0066444073,1.6,LOW
FKID004223,unplanned,13.0431317,77.5512583,0.0,0.0,"Outer Ring Road, Bahubali Nagar, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",,vehicle_breakdown,False,2024-01-17 00:34:20.663000+00:00,,closed,yes,2024-01-17 01:47:36.476589+00,,,Due to battery died it's off roaded near [LOCATION] sir towards [PERSON] turn from muttyalam junction,heavy_vehicle,FKN00GL2099,ORR North 2,High,,,,2024-01-17 00:35:25.882961+00,,1,FKUSR00582,FKUSR00001,,,,Jalahalli,,FKKG000570,,,,FKUSR00582,2024-01-17 01:47:36.475872+00:00,,,Bengaluru North Corporation,North Zone 2,,closed,73.26354786666667,4.307620223889217,0,2,1,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,56.0,0.03571428571428571,140.0,0,vehicle_breakdown,heavy_vehicle,Jalahalli,0.0116915265,2.6,LOW
FKID004231,unplanned,12.9717905,77.5075445,0.0,0.0,"Kengeri Main Road, Papareddypalya Circle, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",,vehicle_breakdown,False,2024-01-18 00:26:44.741000+00:00,,closed,no,2024-01-18 00:43:45.592413+00,,,Traffic no problem normal traffic sir,bmtc_bus,FKN00GL1926,Non-corridor,Low,,,,2024-01-18 00:27:33.311149+00,,1,FKUSR00307,FKUSR00001,,,,Jnanabharathi,,FKKG000299,,,,FKUSR00307,2024-01-18 00:43:45.591879+00:00,,,Bengaluru West Corporation,West Zone 1,,closed,17.014181316666665,2.891159298630462,0,3,1,0,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,183.0,0,vehicle_breakdown,bmtc_bus,Jnanabharathi,0.018992255,1.6,LOW
FKID004235,unplanned,13.0196125,77.6738748,0.0,0.0,"TC Palya Main Road, Ushodaya S Square, M Vishveshvaraiah Nagar, Horamavu, Bengaluru, Karnataka. Pin-560113 (India)",,vehicle_breakdown,False,2024-01-18 08:49:43.299000+00:00,,closed,yes,2024-01-18 10:06:31.609158+00,,,20minits,private_car,FKN00GL2106,Non-corridor,Low,,,,2024-01-18 08:58:11.194047+00,,1,FKUSR00248,FKUSR00001,,,,Banaswadi,,FKKG000240,,,,FKUSR00248,2024-01-18 10:06:31.608582+00:00,,,Bengaluru East Corporation,East Zone 2,,closed,76.8051597,4.354207749036682,8,3,1,0,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,73.0,0,vehicle_breakdown,private_car,Banaswadi,0.23704596,2.8,LOW
FKID004241,unplanned,12.8405554,77.6518242,0.0,0.0,"Neeladri Road, Concorde Manhattans, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",,vehicle_breakdown,False,2024-01-03 21:11:12.334000+00:00,,closed,yes,2024-01-03 22:54:51.063716+00,,,,bmtc_bus,FKN00GL2110,Non-corridor,Low,,,,2024-01-03 21:12:05.63887+00,,1,FKUSR00283,FKUSR00001,,,,Electronic City,,FKKG000275,,,,FKUSR00283,2024-01-03 22:54:51.063232+00:00,,,,,,closed,103.64548719999999,4.650578325171941,21,2,1,0,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,0.0,0,vehicle_breakdown,bmtc_bus,Electronic City,0.0015834046,1.5,LOW
FKID004243,unplanned,12.974094,77.508972,0.0,0.0,"Kengeri Main Road, Bayamma Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560091 (India)",,vehicle_breakdown,False,2024-01-03 22:52:56.454000+00:00,,closed,yes,2024-01-03 23:04:58.01783+00,,,Traffic no problem normal traffic sir,bmtc_bus,FKN00GL2111,Non-corridor,Low,,,,2024-01-03 22:54:00.20364+00,,1,FKUSR00307,FKUSR00001,,,,Jnanabharathi,,FKKG000299,,,,FKUSR00307,2024-01-03 23:04:58.017276+00:00,,,Bengaluru West Corporation,West Zone 1,,closed,12.0260546,2.5669515517321915,22,2,1,0,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,183.0,0,vehicle_breakdown,bmtc_bus,Jnanabharathi,0.0070545734,1.6,LOW
FKID004247,planned,13.056993,77.4742172,0.0,0.0,"NICE Road, Madavara, Bengaluru, Karnataka. Pin-560073 (India)",,construction,False,2024-01-04 00:34:35.255000+00:00,2024-01-04 02:35:46+00:00,closed,yes,2024-01-04 02:35:47.820569+00,,,Dambar on road,,,Non-corridor,Low,,,,2024-01-04 00:36:46.995266+00,,1,FKUSR00491,FKUSR00001,,,,No Police Station,,FKKG000480,,,,,,,,,,,end,121.17908333333334,4.805487864601672,0,3,1,0,0,1,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,0.0,0,construction,nan,No Police Station,0.57979834,5.7,MODERATE
FKID004250,unplanned,13.026353,77.544093,0.0,0.0,"1st Main Road, Sri Vijayamaruthi Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,False,2024-01-04 03:42:04.144000+00:00,,closed,no,2024-01-04 04:11:03.299994+00,,,,ksrtc_bus,FKN00GL2116,Tumkur Road,High,,,,2024-01-04 03:43:11.500609+00,,1,FKUSR00133,FKUSR00009,,,,Yeshwanthpura,,FKKG000127,,,,FKUSR00133,2024-01-04 04:11:03.299502+00:00,,,Bengaluru West Corporation,West Zone 1,,closed,28.985925033333334,3.4007281060140047,3,3,1,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,163.0,0.03067484662576687,183.0,0,vehicle_breakdown,ksrtc_bus,Yeshwanthpura,0.0041897,2.5,LOW
FKID004256,unplanned,13.0266391,77.7214589,0.0,0.0,"MBT Road, Kodandaram, Medahalli, Bengaluru, Karnataka. Pin-560049 (India)",,vehicle_breakdown,False,2024-01-04 18:17:56.882000+00:00,,closed,yes,2024-01-04 19:16:56.861184+00,,,Lcv vehicle upset at [LOCATION] towards city due to tire bladt,lcv,FKN00GL2120,Non-corridor,Low,,,,2024-01-04 18:21:00.766864+00,,1,FKUSR00650,FKUSR00009,,,,K.R. Pura,,FKKG000634,,,,FKUSR00650,2024-01-04 19:16:56.860548+00:00,,,Bengaluru East Corporation,East Zone 2,,closed,58.999642466666664,4.094338603315458,18,3,1,0,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,73.0,0,vehicle_breakdown,lcv,K.R. Pura,0.17594855,2.5,LOW
FKID004257,unplanned,12.8713593,77.530622,0.0,0.0,"24th Main Road, Shravanthi Oakridge Villas, Adarsh Layout, Lingadheeranahalli Andhrahalli, Bengaluru, Karnataka. Pin-560109 (India)",,vehicle_breakdown,False,2023-11-29 07:19:36.539000+00:00,,resolved,yes,2023-11-29 08:51:00.996875+00,,,Due to starting problem,bmtc_bus,FKN00GL0075,ORR North 2,High,,,,2023-11-29 07:21:09.788021+00,,1,FKUSR00582,FKUSR00001,,,,Jalahalli,,FKKG000570,"24th Main Road, Shravanthi Oakridge Villas, Adarsh Layout, Lingadheeranahalli Andhrahalli, Bengaluru, Karnataka. Pin-560109 (India)",12.8713593,77.530622,,,FKUSR01448,2023-11-29 08:51:00.996253+00:00,Bengaluru South Corporation,South Zone 1,,resolved,91.40762088333332,4.526209452338942,7,2,11,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,56.0,0.03571428571428571,40.0,0,vehicle_breakdown,bmtc_bus,Jalahalli,0.0025233354,2.5,LOW
FKID004258,planned,12.9694191,77.7005749,0.0,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,False,2024-01-04 20:59:13.012000+00:00,2024-01-05 09:05:46+00:00,closed,yes,2024-01-05 09:35:47.89018+00,,,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,,,ORR East 2,High,,,,2024-01-04 20:59:56.758194+00,,1,FKUSR00043,FKUSR00001,,,,HAL Old Airport,,FKKG000037,,,,,,,,Bengaluru East Corporation,East Zone 1,,end,726.5498,6.589682450311054,20,3,1,0,2,1,0,0.0,0.07664066085360258,120.36434781307175,94.0,0.010638297872340425,117.0,0,construction,nan,HAL Old Airport,0.006092643,3.6,MODERATE
FKID004261,unplanned,12.9233342,77.6099015,0.0,0.0,"Thavarekere Main Road, Ramappa Layout, Tavarekere, Bengaluru, Karnataka. Pin-560029 (India)",,vehicle_breakdown,False,2024-01-04 20:55:07.743000+00:00,,closed,yes,2024-01-04 22:05:20.870818+00,,,ಮೋರಿ ಟು ತಾವರೆಕೆರೆ 16 th main,others,FKN00GL2122,Non-corridor,Low,,,,2024-01-04 21:00:58.157779+00,,1,FKUSR00998,FKUSR00001,,,,Mico Layout,,FKKG000968,,,,FKUSR00998,2024-01-04 22:05:20.870314+00:00,,,Bengaluru South Corporation,South Zone 2,,closed,70.21878856666667,4.265756667969871,20,3,1,0,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,76.0,0,vehicle_breakdown,others,Mico Layout,0.00052317366,1.5,LOW
FKID004262,unplanned,12.9666372,77.5048395,0.0,0.0,"60 Feet Road, KK Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",,vehicle_breakdown,False,2023-11-29 08:34:42.734000+00:00,,closed,yes,2023-11-29 09:50:42.471839+00,,,Due to break problem sir,bmtc_bus,FKN00GL2123,Non-corridor,Low,,,,2023-11-29 08:35:31.8939+00,,1,FKUSR01449,FKUSR00001,,,,Jnanabharathi,,FKKG001387,,,,FKUSR01449,2023-11-29 09:50:42.471255+00:00,,,Bengaluru West Corporation,West Zone 1,,closed,75.99562091666667,4.343748549024334,8,2,11,0,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,183.0,0,vehicle_breakdown,bmtc_bus,Jnanabharathi,0.01154935,1.6,LOW
FKID004264,unplanned,13.0514702,77.5942456,0.0,0.0,"Bellary Road, Kirloskar Business Park, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",,vehicle_breakdown,False,2023-11-29 19:38:49.753000+00:00,,closed,yes,2023-11-29 21:38:29.879029+00,,,The  vechile is breakdown starting problem kempapura cross towards city,heavy_vehicle,FKN00GL2124,Bellary Road 1,High,,,,2023-11-29 19:42:05.539536+00,,1,FKUSR00487,FKUSR00001,,,,Hebbala,,FKKG000476,,,,FKUSR00487,2023-11-29 21:38:29.878464+00:00,,,Bengaluru North Corporation,North Zone 1,,closed,119.66875773333332,4.793049252289279,19,2,11,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,158.0,0.06962025316455696,98.0,0,vehicle_breakdown,heavy_vehicle,Hebbala,0.15831456,3.4,LOW
