location,group_type,event_a,event_b,overlap_start,overlap_end,overlap_min,closures_in_pair,cascade_risk
ORR East 1,corridor,FKID003980,FKID003974,2024-04-06 08:13:39.437000,2024-04-06 09:13:39.437000,60.0,0,3.5
ORR East 1,corridor,FKID003980,FKID004002,2024-04-06 08:13:39.437000,2024-04-06 09:13:39.437000,60.0,0,3.5
ORR East 1,corridor,FKID003980,FKID003975,2024-04-06 08:15:53.659000,2024-04-06 09:13:39.437000,57.8,0,3.4
ORR East 1,corridor,FKID003980,FKID003971,2024-04-06 08:19:03.293000,2024-04-06 09:13:39.437000,54.6,0,3.4
ORR East 1,corridor,FKID003980,FKID003981,2024-04-06 08:19:03.293000,2024-04-06 09:13:39.437000,54.6,0,3.4
ORR East 1,corridor,FKID003983,FKID003987,2024-04-06 08:13:39.437000,2024-04-06 09:13:39.437000,60.0,0,3.5
ORR East 1,corridor,FKID003983,FKID003991,2024-04-06 08:13:39.437000,2024-04-06 09:13:39.437000,60.0,0,3.5
ORR East 1,corridor,FKID003983,FKID003999,2024-04-06 08:13:39.437000,2024-04-06 09:13:39.437000,60.0,0,3.5
ORR East 1,corridor,FKID003983,FKID003974,2024-04-06 08:13:39.437000,2024-04-06 09:13:39.437000,60.0,0,3.5
ORR East 1,corridor,FKID003983,FKID004002,2024-04-06 08:13:39.437000,2024-04-06 09:13:39.437000,60.0,0,3.5
ORR East 1,corridor,FKID003983,FKID003975,2024-04-06 08:15:53.659000,2024-04-06 09:13:39.437000,57.8,0,3.4
ORR East 1,corridor,FKID003983,FKID003971,2024-04-06 08:19:03.293000,2024-04-06 09:13:39.437000,54.6,0,3.4
ORR East 1,corridor,FKID003983,FKID003981,2024-04-06 08:19:03.293000,2024-04-06 09:13:39.437000,54.6,0,3.4
ORR East 1,corridor,FKID003987,FKID003991,2024-04-06 08:13:39.437000,2024-04-06 09:13:39.437000,60.0,0,3.5
ORR East 1,corridor,FKID003987,FKID003999,2024-04-06 08:13:39.437000,2024-04-06 09:13:39.437000,60.0,0,3.5
ORR East 1,corridor,FKID003987,FKID003974,2024-04-06 08:13:39.437000,2024-04-06 09:13:39.437000,60.0,0,3.5
ORR East 1,corridor,FKID003987,FKID004002,2024-04-06 08:13:39.437000,2024-04-06 09:13:39.437000,60.0,0,3.5
ORR East 1,corridor,FKID003987,FKID003975,2024-04-06 08:15:53.659000,2024-04-06 09:13:39.437000,57.8,0,3.4
ORR East 1,corridor,FKID003987,FKID003971,2024-04-06 08:19:03.293000,2024-04-06 09:13:39.437000,54.6,0,3.4
ORR East 1,corridor,FKID003987,FKID003981,2024-04-06 08:19:03.293000,2024-04-06 09:13:39.437000,54.6,0,3.4
ORR East 1,corridor,FKID003991,FKID003999,2024-04-06 08:13:39.437000,2024-04-06 09:13:39.437000,60.0,0,3.5
ORR East 1,corridor,FKID003991,FKID003974,2024-04-06 08:13:39.437000,2024-04-06 09:13:39.437000,60.0,0,3.5
ORR East 1,corridor,FKID003991,FKID004002,2024-04-06 08:13:39.437000,2024-04-06 09:13:39.437000,60.0,0,3.5
ORR East 1,corridor,FKID003991,FKID003975,2024-04-06 08:15:53.659000,2024-04-06 09:13:39.437000,57.8,0,3.4
ORR East 1,corridor,FKID003991,FKID003971,2024-04-06 08:19:03.293000,2024-04-06 09:13:39.437000,54.6,0,3.4
ORR East 1,corridor,FKID003991,FKID003981,2024-04-06 08:19:03.293000,2024-04-06 09:13:39.437000,54.6,0,3.4
ORR East 1,corridor,FKID003999,FKID003974,2024-04-06 08:13:39.437000,2024-04-06 09:13:39.437000,60.0,0,3.5
ORR East 1,corridor,FKID003999,FKID004002,2024-04-06 08:13:39.437000,2024-04-06 09:13:39.437000,60.0,0,3.5
ORR East 1,corridor,FKID003999,FKID003975,2024-04-06 08:15:53.659000,2024-04-06 09:13:39.437000,57.8,0,3.4
ORR East 1,corridor,FKID003999,FKID003971,2024-04-06 08:19:03.293000,2024-04-06 09:13:39.437000,54.6,0,3.4
ORR East 1,corridor,FKID003999,FKID003981,2024-04-06 08:19:03.293000,2024-04-06 09:13:39.437000,54.6,0,3.4
ORR East 1,corridor,FKID003974,FKID004002,2024-04-06 08:13:39.437000,2024-04-06 09:13:39.437000,60.0,0,3.5
ORR East 1,corridor,FKID003974,FKID003975,2024-04-06 08:15:53.659000,2024-04-06 09:13:39.437000,57.8,0,3.4
ORR East 1,corridor,FKID003974,FKID003971,2024-04-06 08:19:03.293000,2024-04-06 09:13:39.437000,54.6,0,3.4
ORR East 1,corridor,FKID003974,FKID003981,2024-04-06 08:19:03.293000,2024-04-06 09:13:39.437000,54.6,0,3.4
ORR East 1,corridor,FKID004002,FKID003975,2024-04-06 08:15:53.659000,2024-04-06 09:13:39.437000,57.8,0,3.4
ORR East 1,corridor,FKID004002,FKID003971,2024-04-06 08:19:03.293000,2024-04-06 09:13:39.437000,54.6,0,3.4
ORR East 1,corridor,FKID004002,FKID003981,2024-04-06 08:19:03.293000,2024-04-06 09:13:39.437000,54.6,0,3.4
ORR East 1,corridor,FKID003975,FKID003971,2024-04-06 08:19:03.293000,2024-04-06 09:15:53.659000,56.8,0,3.4
ORR East 1,corridor,FKID003975,FKID003981,2024-04-06 08:19:03.293000,2024-04-06 09:15:53.659000,56.8,0,3.4
ORR East 1,corridor,FKID003971,FKID003981,2024-04-06 08:19:03.293000,2024-04-06 09:19:03.293000,60.0,0,3.5
ORR East 2,corridor,FKID005223,FKID004614,2023-11-17 21:35:23.647000,2023-11-17 22:35:23.647000,60.0,0,3.5
ORR East 2,corridor,FKID004766,FKID005235,2023-11-22 00:55:25.585000,2023-11-22 09:05:46.000000,490.3,0,5.0
ORR East 2,corridor,FKID004784,FKID006175,2023-11-23 02:07:52.718000,2023-11-23 03:07:52.718000,60.0,0,3.5
ORR East 2,corridor,FKID005255,FKID004245,2023-11-29 00:05:38.746000,2023-11-29 01:05:38.746000,60.0,0,3.5
ORR East 2,corridor,FKID005255,FKID004246,2023-11-29 00:07:20.035000,2023-11-29 01:07:20.035000,60.0,0,3.5
ORR East 2,corridor,FKID004245,FKID004246,2023-11-29 00:07:20.035000,2023-11-29 01:05:38.746000,58.3,0,3.5
ORR East 2,corridor,FKID004616,FKID004662,2023-12-08 20:58:11.497000,2023-12-08 21:32:04.855000,33.9,0,2.8
ORR East 2,corridor,FKID005046,FKID005045,2023-12-15 21:02:05.547000,2023-12-15 21:51:48.781195,49.7,0,3.2
ORR East 2,corridor,FKID005046,FKID005297,2023-12-15 21:11:39.732000,2023-12-15 22:13:02.741985,61.4,0,3.5
ORR East 2,corridor,FKID005046,FKID005054,2023-12-15 22:40:58.560000,2023-12-15 23:06:37.153779,25.6,0,2.6
ORR East 2,corridor,FKID005045,FKID005297,2023-12-15 21:11:39.732000,2023-12-15 21:51:48.781195,40.2,0,3.0
ORR East 2,corridor,FKID005412,FKID005429,2023-12-21 04:24:08.096000,2023-12-21 05:57:03.077378,92.9,0,4.3
ORR East 2,corridor,FKID005589,FKID005598,2023-12-30 01:09:11.216000,2023-12-30 02:41:33.263278,92.4,0,4.3
ORR East 2,corridor,FKID005646,FKID005649,2024-01-04 01:14:39.821000,2024-01-04 01:45:36.309032,30.9,0,2.8
ORR East 2,corridor,FKID004848,FKID004775,2024-01-12 03:28:51.855000,2024-01-12 03:58:01.466323,29.2,0,2.7
ORR East 2,corridor,FKID005738,FKID005741,2024-01-17 21:02:55.218000,2024-01-17 22:15:39.399877,72.7,0,3.8
ORR East 2,corridor,FKID004726,FKID004696,2024-01-23 01:46:48.618000,2024-01-23 01:53:21.465040,6.5,0,2.2
ORR East 2,corridor,FKID000472,FKID000473,2024-02-05 03:06:41.418000,2024-02-05 03:24:45.613010,18.1,0,2.5
ORR East 2,corridor,FKID000629,FKID000608,2024-02-07 04:48:39.936000,2024-02-07 05:48:39.936000,60.0,0,3.5
ORR East 2,corridor,FKID001003,FKID001002,2024-02-12 21:11:59.857000,2024-02-12 21:59:32.181000,47.5,1,5.7
ORR East 2,corridor,FKID001003,FKID001001,2024-02-12 21:13:34.676000,2024-02-12 21:15:30.452017,1.9,1,4.5
ORR East 2,corridor,FKID001002,FKID001001,2024-02-12 21:13:34.676000,2024-02-12 21:15:30.452017,1.9,2,7.0
ORR East 2,corridor,FKID001128,FKID002610,2024-02-14 02:25:12.025000,2024-02-14 03:25:12.025000,60.0,0,3.5
ORR East 2,corridor,FKID001204,FKID001208,2024-02-14 21:57:15.160000,2024-02-14 22:57:15.160000,60.0,0,3.5
ORR East 2,corridor,FKID001278,FKID001300,2024-02-16 01:13:43.815000,2024-02-16 02:20:39.525741,66.9,0,3.7
ORR East 2,corridor,FKID001278,FKID001316,2024-02-16 02:20:42.247000,2024-02-16 03:20:42.247000,60.0,0,3.5
ORR East 2,corridor,FKID001721,FKID001667,2024-02-20 22:18:17.608000,2024-02-21 00:01:03.278727,102.8,0,4.6
ORR East 2,corridor,FKID001815,FKID001775,2024-02-22 01:40:27.452000,2024-02-22 02:40:27.452000,60.0,0,3.5
ORR East 2,corridor,FKID002168,FKID002178,2024-02-28 22:19:47.481000,2024-02-28 23:01:59.309068,42.2,0,3.1
ORR East 2,corridor,FKID002359,FKID002361,2024-03-02 19:49:58.919000,2024-03-02 20:46:51.808000,56.9,0,3.4
ORR East 2,corridor,FKID002463,FKID002501,2024-03-05 02:13:01.309000,2024-03-05 02:14:20.418615,1.3,0,2.0
ORR East 2,corridor,FKID002463,FKID002509,2024-03-05 02:14:20.933000,2024-03-05 03:14:20.933000,60.0,0,3.5
ORR East 2,corridor,FKID002463,FKID002508,2024-03-05 02:16:30.294000,2024-03-05 03:16:30.294000,60.0,0,3.5
ORR East 2,corridor,FKID002509,FKID002508,2024-03-05 02:16:30.294000,2024-03-05 03:14:20.933000,57.8,0,3.4
ORR East 2,corridor,FKID002659,FKID002719,2024-03-07 05:32:35.857000,2024-03-07 06:32:35.857000,60.0,0,3.5
ORR East 2,corridor,FKID002659,FKID002706,2024-03-07 05:33:38.737000,2024-03-07 06:33:38.737000,60.0,0,3.5
ORR East 2,corridor,FKID002659,FKID002748,2024-03-07 05:57:33.556000,2024-03-07 06:28:14.308495,30.7,0,2.8
ORR East 2,corridor,FKID002659,FKID002927,2024-03-07 08:08:32.477000,2024-03-07 09:08:32.477000,60.0,0,3.5
ORR East 2,corridor,FKID002719,FKID002706,2024-03-07 05:33:38.737000,2024-03-07 06:32:35.857000,59.0,0,3.5
ORR East 2,corridor,FKID002719,FKID002748,2024-03-07 05:57:33.556000,2024-03-07 06:28:14.308495,30.7,0,2.8
ORR East 2,corridor,FKID002706,FKID002748,2024-03-07 05:57:33.556000,2024-03-07 06:28:14.308495,30.7,0,2.8
ORR East 2,corridor,FKID002960,FKID002961,2024-03-07 11:27:35.202000,2024-03-07 12:26:22.660000,58.8,0,3.5
ORR East 2,corridor,FKID000012,FKID000010,2024-03-07 18:01:40.182000,2024-03-07 19:00:05.020000,58.4,0,3.5
ORR East 2,corridor,FKID001014,FKID001025,2024-03-12 21:21:15.238000,2024-03-13 02:05:46.000000,284.5,0,5.0
ORR East 2,corridor,FKID001014,FKID001032,2024-03-12 22:49:24.746000,2024-03-12 23:49:24.746000,60.0,0,3.5
ORR East 2,corridor,FKID001014,FKID001033,2024-03-12 22:50:35.668000,2024-03-12 23:50:35.668000,60.0,0,3.5
ORR East 2,corridor,FKID001025,FKID001032,2024-03-12 22:49:24.746000,2024-03-12 23:49:24.746000,60.0,0,3.5
ORR East 2,corridor,FKID001025,FKID001033,2024-03-12 22:50:35.668000,2024-03-12 23:50:35.668000,60.0,0,3.5
ORR East 2,corridor,FKID001032,FKID001033,2024-03-12 22:50:35.668000,2024-03-12 23:49:24.746000,58.8,0,3.5
ORR East 2,corridor,FKID001185,FKID001186,2024-03-13 20:19:44.219000,2024-03-13 21:14:48.200000,55.1,0,3.4
ORR East 2,corridor,FKID001474,FKID001475,2024-03-15 07:31:39.249000,2024-03-15 08:02:48.908000,31.2,0,2.8
ORR East 2,corridor,FKID002245,FKID002258,2024-03-19 22:28:57.458000,2024-03-19 23:28:57.458000,60.0,0,3.5
ORR East 2,corridor,FKID002245,FKID002334,2024-03-20 06:55:43.492000,2024-03-20 07:14:29.731175,18.8,0,2.5
ORR East 2,corridor,FKID002970,FKID002972,2024-03-25 22:23:24.035000,2024-03-25 23:13:56.534000,50.5,0,3.3
ORR East 2,corridor,FKID003107,FKID003129,2024-03-27 03:48:08.762000,2024-03-27 04:18:07.544573,30.0,0,2.7
ORR East 2,corridor,FKID003220,FKID003194,2024-03-28 21:04:50.096000,2024-03-28 21:30:52.248000,26.0,0,2.7
ORR East 2,corridor,FKID003295,FKID003297,2024-03-29 18:17:07.908000,2024-03-29 19:15:03.818000,57.9,0,3.4
ORR East 2,corridor,FKID003302,FKID003303,2024-03-29 19:58:19.196000,2024-03-29 20:50:39.000000,52.3,0,3.3
ORR East 2,corridor,FKID003302,FKID003312,2024-03-29 20:35:09.609000,2024-03-29 20:50:39.000000,15.5,0,2.4
ORR East 2,corridor,FKID003303,FKID003312,2024-03-29 20:35:09.609000,2024-03-30 02:36:13.093435,361.1,0,5.0
ORR East 2,corridor,FKID003303,FKID003358,2024-03-30 02:08:44.629000,2024-03-30 02:36:09.723180,27.4,0,2.7
ORR East 2,corridor,FKID003312,FKID003358,2024-03-30 02:08:44.629000,2024-03-30 02:36:09.723180,27.4,0,2.7
ORR East 2,corridor,FKID003512,FKID003513,2024-04-01 22:22:35.313000,2024-04-01 23:22:35.313000,60.0,0,3.5
ORR East 2,corridor,FKID003859,FKID003907,2024-04-06 06:40:24.996000,2024-04-06 07:40:24.996000,60.0,0,3.5
ORR North 1,corridor,FKID005836,FKID005837,2023-11-12 00:57:28.944000,2023-11-12 02:05:46.000000,68.3,0,3.7
ORR North 1,corridor,FKID006029,FKID006092,2023-11-20 20:14:03.317000,2023-11-20 20:57:02.315000,43.0,0,3.1
ORR North 1,corridor,FKID004739,FKID006122,2023-11-21 19:29:48.917000,2023-11-21 19:50:03.687000,20.2,0,2.5
ORR North 1,corridor,FKID004739,FKID006124,2023-11-21 19:37:57.607000,2023-11-21 19:50:03.687000,12.1,0,2.3
ORR North 1,corridor,FKID006122,FKID006124,2023-11-21 19:37:57.607000,2023-11-21 19:59:43.052440,21.8,0,2.5
ORR North 1,corridor,FKID006280,FKID006282,2023-11-28 03:38:50.364000,2023-11-28 04:37:35.809000,58.8,0,3.5
ORR North 1,corridor,FKID006431,FKID006432,2023-12-02 22:25:46.686000,2023-12-02 23:24:33.524000,58.8,0,3.5
ORR North 1,corridor,FKID006602,FKID006603,2023-12-08 03:17:53.373000,2023-12-08 04:17:53.373000,60.0,0,3.5
ORR North 1,corridor,FKID006722,FKID006724,2023-12-12 04:43:57.316000,2023-12-12 05:23:56.724000,40.0,0,3.0
ORR North 1,corridor,FKID005293,FKID006834,2023-12-15 20:32:42.275000,2023-12-15 22:01:22.621625,88.7,0,4.2
ORR North 1,corridor,FKID005293,FKID005044,2023-12-15 21:12:23.792000,2023-12-15 21:30:02.042882,17.6,0,2.4
ORR North 1,corridor,FKID006834,FKID005044,2023-12-15 21:12:23.792000,2023-12-15 21:30:02.042882,17.6,0,2.4
ORR North 1,corridor,FKID004693,FKID005373,2023-12-18 22:40:07.859000,2023-12-18 23:02:50.694000,22.7,0,2.6
ORR North 1,corridor,FKID007045,FKID007059,2023-12-20 19:42:50.850000,2023-12-20 20:40:50.324000,58.0,0,3.4
ORR North 1,corridor,FKID007045,FKID007060,2023-12-20 19:45:45.137000,2023-12-20 20:40:50.324000,55.1,0,3.4
ORR North 1,corridor,FKID007059,FKID007060,2023-12-20 19:45:45.137000,2023-12-20 20:42:50.850000,57.1,0,3.4
ORR North 1,corridor,FKID007177,FKID007178,2023-12-24 19:55:36.227000,2023-12-24 20:41:36.637000,46.0,0,3.2
ORR North 1,corridor,FKID005528,FKID005529,2023-12-26 20:37:43.409000,2023-12-26 21:34:32.148000,56.8,0,3.4
ORR North 1,corridor,FKID005528,FKID005187,2023-12-26 20:41:53.256000,2023-12-26 21:34:32.148000,52.6,0,3.3
ORR North 1,corridor,FKID005528,FKID007234,2023-12-26 21:13:02.796000,2023-12-26 21:34:32.148000,21.5,0,2.5
ORR North 1,corridor,FKID005529,FKID005187,2023-12-26 20:41:53.256000,2023-12-26 21:37:43.409000,55.8,0,3.4
ORR North 1,corridor,FKID005529,FKID007234,2023-12-26 21:13:02.796000,2023-12-26 21:37:43.409000,24.7,0,2.6
ORR North 1,corridor,FKID005187,FKID007234,2023-12-26 21:13:02.796000,2023-12-26 21:41:53.256000,28.8,0,2.7
ORR North 1,corridor,FKID005543,FKID005544,2023-12-27 11:48:22.335000,2023-12-27 11:48:46.000000,0.4,0,2.0
ORR North 1,corridor,FKID007525,FKID007528,2024-01-06 00:02:42.781000,2024-01-06 00:27:26.016000,24.7,1,5.1
ORR North 1,corridor,FKID007632,FKID007633,2024-01-09 21:37:26.070000,2024-01-09 22:37:26.070000,60.0,2,8.5
ORR North 1,corridor,FKID007632,FKID004638,2024-01-10 04:50:31.920000,2024-01-10 05:50:31.920000,60.0,1,6.0
ORR North 1,corridor,FKID007632,FKID004637,2024-01-10 06:11:03.651000,2024-01-10 06:33:08.935635,22.1,1,5.1
ORR North 1,corridor,FKID007663,FKID004683,2024-01-10 23:47:46.214000,2024-01-11 00:05:41.889000,17.9,0,2.4
ORR North 1,corridor,FKID004780,FKID004765,2024-01-12 02:35:00.055000,2024-01-12 03:32:23.277000,57.4,0,3.4
ORR North 1,corridor,FKID004780,FKID004791,2024-01-12 02:46:02.643000,2024-01-12 03:32:23.277000,46.3,0,3.2
ORR North 1,corridor,FKID004765,FKID004791,2024-01-12 02:46:02.643000,2024-01-12 03:35:00.055000,49.0,0,3.2
ORR North 1,corridor,FKID007696,FKID007698,2024-01-12 05:25:42.528000,2024-01-12 06:15:57.190000,50.2,0,3.3
ORR North 1,corridor,FKID007696,FKID007701,2024-01-12 06:10:05.710000,2024-01-12 06:15:57.190000,5.9,0,2.1
ORR North 1,corridor,FKID007696,FKID007702,2024-01-12 06:13:19.189000,2024-01-12 06:15:57.190000,2.6,0,2.1
ORR North 1,corridor,FKID007698,FKID007701,2024-01-12 06:10:05.710000,2024-01-12 06:25:42.528000,15.6,0,2.4
ORR North 1,corridor,FKID007698,FKID007702,2024-01-12 06:13:19.189000,2024-01-12 06:25:42.528000,12.4,0,2.3
ORR North 1,corridor,FKID007701,FKID007702,2024-01-12 06:13:19.189000,2024-01-12 07:10:05.710000,56.8,0,3.4
ORR North 1,corridor,FKID007701,FKID007703,2024-01-12 06:39:11.735000,2024-01-12 07:10:05.710000,30.9,0,2.8
ORR North 1,corridor,FKID007702,FKID007703,2024-01-12 06:39:11.735000,2024-01-12 07:13:19.189000,34.1,0,2.9
ORR North 1,corridor,FKID005028,FKID005020,2024-01-13 23:28:05.917000,2024-01-14 00:25:47.261000,57.7,0,3.4
ORR North 1,corridor,FKID007958,FKID007959,2024-01-20 12:56:52.248000,2024-01-20 13:54:25.925000,57.6,0,3.4
ORR North 1,corridor,FKID007958,FKID007960,2024-01-20 12:59:05.024000,2024-01-20 13:54:25.925000,55.3,0,3.4
ORR North 1,corridor,FKID007958,FKID007961,2024-01-20 13:05:24.864000,2024-01-20 13:54:25.925000,49.0,0,3.2
ORR North 1,corridor,FKID007959,FKID007960,2024-01-20 12:59:05.024000,2024-01-20 19:55:32.605929,416.5,0,5.0
ORR North 1,corridor,FKID007959,FKID007961,2024-01-20 13:05:24.864000,2024-01-20 19:55:29.198205,410.1,0,5.0
ORR North 1,corridor,FKID007960,FKID007961,2024-01-20 13:05:24.864000,2024-01-20 19:55:29.198205,410.1,0,5.0
ORR North 1,corridor,FKID005150,FKID005156,2024-01-28 19:22:32.480000,2024-01-28 20:20:57.755000,58.4,0,3.5
ORR North 1,corridor,FKID005148,FKID008156,2024-01-28 22:38:38.445000,2024-01-28 23:37:08.129000,58.5,0,3.5
ORR North 1,corridor,FKID000730,FKID000728,2024-02-08 20:11:10.534000,2024-02-08 21:00:53.373000,49.7,0,3.2
ORR North 1,corridor,FKID000730,FKID000731,2024-02-08 20:13:51.933000,2024-02-08 21:00:53.373000,47.0,0,3.2
ORR North 1,corridor,FKID000730,FKID000753,2024-02-08 20:21:50.495000,2024-02-08 21:00:53.373000,39.0,0,3.0
ORR North 1,corridor,FKID000728,FKID000731,2024-02-08 20:13:51.933000,2024-02-08 21:11:10.534000,57.3,0,3.4
ORR North 1,corridor,FKID000728,FKID000753,2024-02-08 20:21:50.495000,2024-02-08 21:11:10.534000,49.3,0,3.2
ORR North 1,corridor,FKID000731,FKID000753,2024-02-08 20:21:50.495000,2024-02-08 21:13:51.933000,52.0,0,3.3
ORR North 1,corridor,FKID001260,FKID001245,2024-02-15 05:04:00.888000,2024-02-15 05:20:28.172000,16.5,0,2.4
ORR North 1,corridor,FKID001292,FKID001296,2024-02-16 01:10:53.638000,2024-02-16 01:43:23.844694,32.5,0,2.8
ORR North 1,corridor,FKID001754,FKID001755,2024-02-22 01:00:52.382000,2024-02-22 01:37:10.172000,36.3,0,2.9
ORR North 1,corridor,FKID002519,FKID002520,2024-03-05 04:23:07.382000,2024-03-05 05:22:47.383000,59.7,0,3.5
ORR North 1,corridor,FKID000088,FKID000117,2024-03-07 22:48:31.761000,2024-03-07 22:50:40.247224,2.1,0,2.1
ORR North 1,corridor,FKID000329,FKID000356,2024-03-08 19:52:01.932000,2024-03-08 20:44:31.256000,52.5,0,3.3
ORR North 1,corridor,FKID000367,FKID000412,2024-03-09 00:32:11.731000,2024-03-09 00:50:02.254000,17.8,2,7.4
ORR North 1,corridor,FKID001080,FKID001127,2024-03-13 04:37:31.784000,2024-03-13 05:37:31.784000,60.0,0,3.5
ORR North 1,corridor,FKID001345,FKID001344,2024-03-14 19:08:18.702000,2024-03-14 20:06:29.466000,58.2,0,3.5
ORR North 1,corridor,FKID001345,FKID001365,2024-03-14 19:23:27.587000,2024-03-14 20:06:29.466000,43.0,0,3.1
ORR North 1,corridor,FKID001345,FKID001378,2024-03-14 20:02:15.671000,2024-03-14 20:06:29.466000,4.2,0,2.1
ORR North 1,corridor,FKID001344,FKID001365,2024-03-14 19:23:27.587000,2024-03-14 20:08:18.702000,44.9,0,3.1
ORR North 1,corridor,FKID001344,FKID001378,2024-03-14 20:02:15.671000,2024-03-14 20:08:18.702000,6.1,0,2.2
ORR North 1,corridor,FKID001365,FKID001378,2024-03-14 20:02:15.671000,2024-03-14 20:23:27.587000,21.2,0,2.5
ORR North 1,corridor,FKID001398,FKID001403,2024-03-15 00:56:49.121000,2024-03-15 01:42:25.927000,45.6,1,5.6
ORR North 1,corridor,FKID001465,FKID001424,2024-03-15 04:49:18.703000,2024-03-15 05:46:46.602000,57.5,0,3.4
ORR North 1,corridor,FKID001512,FKID001507,2024-03-15 19:27:28.531000,2024-03-15 19:32:36.462027,5.1,1,4.6
ORR North 1,corridor,FKID002586,FKID002628,2024-03-22 19:47:00.781000,2024-03-22 20:00:55.261000,13.9,0,2.3
ORR North 1,corridor,FKID003026,FKID003025,2024-03-26 05:31:06.393000,2024-03-26 21:56:04.826849,985.0,0,5.0
ORR North 1,corridor,FKID003026,FKID003030,2024-03-26 05:31:19.848000,2024-03-26 08:43:14.130410,191.9,0,5.0
ORR North 1,corridor,FKID003026,FKID003034,2024-03-26 05:33:50.338000,2024-03-26 06:33:50.338000,60.0,1,6.0
ORR North 1,corridor,FKID003026,FKID003047,2024-03-26 06:07:14.515000,2024-03-26 08:22:45.598608,135.5,0,5.0
ORR North 1,corridor,FKID003026,FKID003061,2024-03-26 06:41:58.329000,2024-03-26 08:22:40.489578,100.7,0,4.5
ORR North 1,corridor,FKID003026,FKID003072,2024-03-26 18:25:21.420000,2024-03-26 20:29:45.513440,124.4,0,5.0
ORR North 1,corridor,FKID003026,FKID003088,2024-03-26 19:41:54.691000,2024-03-26 20:41:54.691000,60.0,0,3.5
ORR North 1,corridor,FKID003025,FKID003030,2024-03-26 05:31:19.848000,2024-03-26 08:43:14.130410,191.9,0,5.0
ORR North 1,corridor,FKID003025,FKID003034,2024-03-26 05:33:50.338000,2024-03-26 06:33:50.338000,60.0,1,6.0
ORR North 1,corridor,FKID003025,FKID003047,2024-03-26 06:07:14.515000,2024-03-26 08:22:45.598608,135.5,0,5.0
ORR North 1,corridor,FKID003025,FKID003061,2024-03-26 06:41:58.329000,2024-03-26 08:22:40.489578,100.7,0,4.5
ORR North 1,corridor,FKID003025,FKID003072,2024-03-26 18:25:21.420000,2024-03-26 20:29:45.513440,124.4,0,5.0
ORR North 1,corridor,FKID003025,FKID003088,2024-03-26 19:41:54.691000,2024-03-26 20:41:54.691000,60.0,0,3.5
ORR North 1,corridor,FKID003030,FKID003034,2024-03-26 05:33:50.338000,2024-03-26 06:33:50.338000,60.0,1,6.0
ORR North 1,corridor,FKID003030,FKID003047,2024-03-26 06:07:14.515000,2024-03-26 08:22:45.598608,135.5,0,5.0
ORR North 1,corridor,FKID003030,FKID003061,2024-03-26 06:41:58.329000,2024-03-26 08:22:40.489578,100.7,0,4.5
ORR North 1,corridor,FKID003034,FKID003047,2024-03-26 06:07:14.515000,2024-03-26 06:33:50.338000,26.6,1,5.2
ORR North 1,corridor,FKID003047,FKID003061,2024-03-26 06:41:58.329000,2024-03-26 08:22:40.489578,100.7,0,4.5
ORR North 1,corridor,FKID003072,FKID003088,2024-03-26 19:41:54.691000,2024-03-26 20:29:45.513440,47.8,0,3.2
ORR North 1,corridor,FKID003158,FKID003167,2024-03-28 03:44:09.668000,2024-03-28 04:13:37.689000,29.5,0,2.7
ORR North 1,corridor,FKID003238,FKID003247,2024-03-29 06:53:57.952000,2024-03-29 07:05:25.262298,11.5,0,2.3
ORR North 1,corridor,FKID003398,FKID003393,2024-03-30 19:31:52.136000,2024-03-30 19:39:45.655000,7.9,0,2.2
ORR North 1,corridor,FKID003449,FKID003461,2024-03-31 05:53:06.742000,2024-03-31 06:07:01.996000,13.9,0,2.3
ORR North 1,corridor,FKID003449,FKID003466,2024-03-31 05:57:18.439000,2024-03-31 06:07:01.996000,9.7,0,2.2
ORR North 1,corridor,FKID003461,FKID003466,2024-03-31 05:57:18.439000,2024-03-31 06:53:06.742000,55.8,0,3.4
ORR North 1,corridor,FKID003609,FKID003654,2024-04-03 06:41:19.629000,2024-04-03 07:35:12.709000,53.9,0,3.3
ORR North 1,corridor,FKID003609,FKID003612,2024-04-03 06:44:43.770000,2024-04-03 07:35:12.709000,50.5,0,3.3
ORR North 1,corridor,FKID003609,FKID003613,2024-04-03 06:49:05.074000,2024-04-03 07:35:12.709000,46.1,0,3.2
ORR North 1,corridor,FKID003609,FKID003618,2024-04-03 07:06:03.851000,2024-04-03 07:35:12.709000,29.1,1,5.2
ORR North 1,corridor,FKID003609,FKID003622,2024-04-03 07:07:47.556000,2024-04-03 07:35:12.709000,27.4,1,5.2
ORR North 1,corridor,FKID003654,FKID003612,2024-04-03 06:44:43.770000,2024-04-03 07:41:19.629000,56.6,0,3.4
ORR North 1,corridor,FKID003654,FKID003613,2024-04-03 06:49:05.074000,2024-04-03 07:41:19.629000,52.2,0,3.3
ORR North 1,corridor,FKID003654,FKID003618,2024-04-03 07:06:03.851000,2024-04-03 07:41:19.629000,35.3,1,5.4
ORR North 1,corridor,FKID003654,FKID003622,2024-04-03 07:07:47.556000,2024-04-03 07:41:19.629000,33.5,1,5.3
ORR North 1,corridor,FKID003612,FKID003613,2024-04-03 06:49:05.074000,2024-04-03 07:44:43.770000,55.6,0,3.4
ORR North 1,corridor,FKID003612,FKID003618,2024-04-03 07:06:03.851000,2024-04-03 07:44:43.770000,38.7,1,5.5
